region,CHR,start,end,cglist,nprobes
Chr2:43037868-43038158,2,43037868,43038158,cg27193366;cg24789596;cg23844967,3
Chr2:43054655-43054984,2,43054655,43054984,cg03291455;cg08241397;cg23328647;cg02402637;cg19075129,5
Chr2:43295303-43295389,2,43295303,43295389,cg10571901;cg16179507;cg17681516,3
Chr2:43327937-43328266,2,43327937,43328266,cg03125400;cg00881696;cg05672223;cg04981619;cg14706297,5
Chr2:43398079-43398339,2,43398079,43398339,cg00360761;cg00055073;cg02871985;cg01243072;cg09446583;cg07502661,6
Chr2:44314198-44314662,2,44314198,44314662,cg25343280;cg10107890;cg02342092;cg02508210;cg23058755,5
Chr2:44497724-44497795,2,44497724,44497795,cg17349654;cg16636777;cg00619915,3
Chr2:45028225-45028269,2,45028225,45028269,cg03593578;cg05961294;cg13441058,3
Chr2:45028604-45028802,2,45028604,45028802,cg10069809;cg09760908;cg00028211,3
Chr2:45150055-45150218,2,45150055,45150218,cg07699282;cg19507218;cg21825998,3
Chr2:45155408-45155774,2,45155408,45155774,cg10939691;cg10963518;cg14868994;cg06497668;cg07514703,5
Chr2:45159434-45159663,2,45159434,45159663,cg16668359;cg26648203;cg02183025;cg20620293;cg07616374,5
Chr2:45159894-45160554,2,45159894,45160554,cg06391932;cg02272993;cg23325963;cg08319079;cg24981593;cg01362243;cg03714619;cg02155398;cg03361102,9
Chr2:45162904-45163188,2,45162904,45163188,cg23914878;cg18066856;cg25709824;cg03447967;cg21619653,5
Chr2:45165193-45165527,2,45165193,45165527,cg15393275;cg04640971;cg17424452;cg03353926,4
Chr2:45165772-45166105,2,45165772,45166105,cg26734287;cg12130211;cg23780966;cg07258009,4
Chr2:45166314-45166531,2,45166314,45166531,cg00787022;cg27393201;cg11008210;cg11945128,4
Chr2:45176863-45177243,2,45176863,45177243,cg19756790;cg26855801;cg13704086;cg15044760,4
Chr2:45179312-45179982,2,45179312,45179982,cg12015854;cg03312366;cg04415008;cg26140394;cg14080155;cg03953660;cg18110359;cg22760466,8
Chr2:45180267-45180560,2,45180267,45180560,cg24673771;cg17059926;cg20145831;cg01638436;cg00025680,5
Chr2:45181616-45181829,2,45181616,45181829,cg02674280;cg00029648;cg22861102;cg18855104,4
Chr2:45182153-45182392,2,45182153,45182392,cg22103909;cg05792368;cg08871101;cg15776636,4
Chr2:45182910-45183274,2,45182910,45183274,cg03158570;cg07358444;cg27111925,3
Chr2:45228633-45228716,2,45228633,45228716,cg09568355;cg02019574;cg21608600,3
Chr2:45231226-45231467,2,45231226,45231467,cg13261971;cg21875802;cg06007282,3
Chr2:45240819-45241222,2,45240819,45241222,cg24212971;cg24038651;cg27047032;cg25623768;cg22882665;cg10476112,6
Chr2:45395546-45395956,2,45395546,45395956,cg25292618;cg21000454;cg12503643;cg20459525;cg25206134,5
Chr2:45397776-45398381,2,45397776,45398381,cg10588622;cg14223654;cg20201270;cg25606039;cg16619576;cg25716691;cg26779985;cg01572940,8
Chr2:45870771-45871073,2,45870771,45871073,cg05208381;cg08715805;cg17281365,3
Chr2:47126073-47126452,2,47126073,47126452,cg24431141;cg06610571;cg01590091;cg13610457;cg02428350;cg12835784,6
Chr2:47499521-47499812,2,47499521,47499812,cg24539668;cg13215869;cg14803306;cg07594674,4
Chr2:47587386-47587609,2,47587386,47587609,cg11807496;cg18329216;cg03681657,3
Chr2:47917841-47918165,2,47917841,47918165,cg01693539;cg00111466;cg27274072;cg22563036,4
Chr2:48008267-48008464,2,48008267,48008464,cg21702478;cg21240162;cg19280108,3
Chr2:48647962-48648104,2,48647962,48648104,cg19895702;cg10181180;cg20712912,3
Chr2:48757477-48757722,2,48757477,48757722,cg23256664;cg06131143;cg09145256;cg12952271,4
Chr2:49143238-49143534,2,49143238,49143534,cg12160850;cg10043829;cg25448687,3
Chr2:52599979-52600141,2,52599979,52600141,cg14582924;cg16575075;cg19595594,3
Chr2:54900910-54901055,2,54900910,54901055,cg04678916;cg20341504;cg14919082,3
Chr2:55360844-55360999,2,55360844,55360999,cg07273299;cg16814324;cg05267204,3
Chr2:56318438-56318798,2,56318438,56318798,cg09453685;cg18391442;cg23204603,3
Chr2:58478696-58478744,2,58478696,58478744,cg03607916;cg25724323;cg09026213,3
Chr2:58502771-58502978,2,58502771,58502978,cg08397437;cg16117171;cg26451804;cg01125436,4
Chr2:58654846-58655104,2,58654846,58655104,cg07082201;cg10419448;cg22413324;cg26653400;cg26154670;cg09417539;cg09859179,7
Chr2:58655444-58655463,2,58655444,58655463,cg26205062;cg19857501;cg09671962,3
Chr2:60610208-60610531,2,60610208,60610531,cg27562069;cg16127614;cg17142477;cg00405044,4
Chr2:60618524-60618604,2,60618524,60618604,cg01003494;cg17788011;cg11537677,3
Chr2:60784368-60784449,2,60784368,60784449,cg19192931;cg16719148;cg13223806,3
Chr2:60784716-60784878,2,60784716,60784878,cg01052727;cg06089705;cg26819428,3
Chr2:60809217-60809307,2,60809217,60809307,cg23685151;cg03552728;cg19306307,3
Chr2:60812505-60812753,2,60812505,60812753,cg01909777;cg11995577;cg27525272,3
Chr2:60962820-60963021,2,60962820,60963021,cg26888813;cg11723397;cg23519930,3
Chr2:61921752-61922138,2,61921752,61922138,cg27370997;cg02115142;cg13225819;cg03262820,4
Chr2:61991421-61991570,2,61991421,61991570,cg11053128;cg21904595;cg02538774,3
Chr2:62797865-62797926,2,62797865,62797926,cg27227250;cg08573315;cg04036593,3
Chr2:63284481-63284784,2,63284481,63284784,cg25371919;cg19763461;cg22249789;cg22666373;cg22303418,5
Chr2:63285365-63286049,2,63285365,63286049,cg05092308;cg19351026;cg13768290;cg04371726;cg18947951;cg07617338;cg27315333;cg11536474,8
Chr2:63855048-63855118,2,63855048,63855118,cg19734937;cg19865087;cg20401896,3
Chr2:64455397-64455551,2,64455397,64455551,cg23468568;cg23676475;cg22199658,3
Chr2:64710206-64710244,2,64710206,64710244,cg12964770;cg09569409;cg11809089,3
Chr2:64713000-64713453,2,64713000,64713453,cg27300125;cg06113792;cg10899725;cg04747523;cg09681586,5
Chr2:64834106-64834430,2,64834106,64834430,cg02598079;cg26575450;cg03517776,3
Chr2:65100456-65100743,2,65100456,65100743,cg26277667;cg23057699;cg03443986;cg05927830;cg25160726,5
Chr2:65264714-65264922,2,65264714,65264922,cg08980420;cg07175711;cg13925139,3
Chr2:65663480-65663839,2,65663480,65663839,cg10067019;cg02756655;cg27017744;cg11062635;cg03813437,5
Chr2:66298197-66298242,2,66298197,66298242,cg17612681;cg03819089;cg17459215,3
Chr2:66463492-66463661,2,66463492,66463661,cg06596731;cg06746379;cg19026726,3
Chr2:66466834-66467093,2,66466834,66467093,cg09890673;cg23611375;cg14271935,3
Chr2:66659348-66659590,2,66659348,66659590,cg23279522;cg04768935;cg07849384;cg21992238,4
Chr2:66660038-66660175,2,66660038,66660175,cg21467252;cg08225529;cg19572637,3
Chr2:66804532-66804865,2,66804532,66804865,cg10736654;cg22112267;cg03350828,3
Chr2:66805366-66805547,2,66805366,66805547,cg21568106;cg16298760;cg11653134,3
Chr2:66809780-66809985,2,66809780,66809985,cg02963248;cg10552446;cg08217163;cg24105287,4
Chr2:68672738-68672834,2,68672738,68672834,cg09457752;cg22493364;cg02749088,3
Chr2:68675745-68675892,2,68675745,68675892,cg25504430;cg18174683;cg12452813,3
Chr2:68870352-68871054,2,68870352,68871054,cg13839964;cg19452535;cg21052291;cg13306752;cg03183721;cg13451280;cg01759126;cg15901259,8
Chr2:69062056-69062128,2,69062056,69062128,cg13045681;cg07677892;cg15679935,3
Chr2:69064360-69064745,2,69064360,69064745,cg07347147;cg06321056;cg01149766;cg11605219,4
Chr2:69533779-69533955,2,69533779,69533955,cg18427336;cg21973449;cg06837311,3
Chr2:69534554-69534855,2,69534554,69534855,cg05165689;cg15751090;cg13393601,3
Chr2:69941830-69942040,2,69941830,69942040,cg20723827;cg06532606;cg06763162,3
Chr2:70322323-70322659,2,70322323,70322659,cg15436494;cg21081735;cg11814059;cg13339791,4
Chr2:70329631-70330031,2,70329631,70330031,cg09743654;cg02820293;cg11905824;cg23075026;cg09718046,5
Chr2:71115225-71115370,2,71115225,71115370,cg15423212;cg09423703;cg10954469,3
Chr2:71291953-71292147,2,71291953,71292147,cg25568061;cg11667959;cg02403198,3
Chr2:71503482-71503883,2,71503482,71503883,cg21106729;cg07393255;cg16368750;cg09012544;cg01717446;cg01579289;cg13686615;cg14739885;cg23045594,9
Chr2:72012290-72012453,2,72012290,72012453,cg03809530;cg24681963;cg02006426,3
Chr2:72012754-72013035,2,72012754,72013035,cg16636638;cg04684152;cg20058506,3
Chr2:72079276-72079609,2,72079276,72079609,cg07258910;cg21513009;cg24516106;cg09467436;cg25705148;cg10540488;cg17640388;cg01361021,8
Chr2:72342539-72342700,2,72342539,72342700,cg11622132;cg02646779;cg13852067,3
Chr2:73143019-73143087,2,73143019,73143087,cg16150451;cg12325349;cg03385441,3
Chr2:73404510-73404999,2,73404510,73404999,cg26965637;cg03591798;cg10522577;cg21475816;cg08357125,5
Chr2:73511667-73511683,2,73511667,73511683,cg26263340;cg00150714;cg19326622,3
Chr2:74045506-74045585,2,74045506,74045585,cg23417637;cg10318066;cg08109537,3
Chr2:74208590-74208655,2,74208590,74208655,cg07926733;cg26641076;cg01207951,3
Chr2:74210857-74210960,2,74210857,74210960,cg02251243;cg19445690;cg05981785,3
Chr2:74229594-74229995,2,74229594,74229995,cg02763797;cg19527084;cg01791407;cg23793040,4
Chr2:74357527-74357872,2,74357527,74357872,cg01017244;cg05890377;cg20891558;cg19729930,4
Chr2:74361289-74361539,2,74361289,74361539,cg02529760;cg00088445;cg16406582;cg00802553,4
Chr2:74942369-74942655,2,74942369,74942655,cg06037631;cg03809624;cg25253773;cg09926949;cg04089111,5
Chr2:74981765-74981960,2,74981765,74981960,cg03202659;cg02831290;cg20682991;cg21335826,4
Chr2:75147006-75147288,2,75147006,75147288,cg03523426;cg13924809;cg23973955;cg16570455,4
Chr2:75646955-75647178,2,75646955,75647178,cg07492660;cg08941191;cg22764856,3
Chr2:75716447-75716596,2,75716447,75716596,cg13947675;cg04398163;cg05130184,3
Chr2:75825250-75825456,2,75825250,75825456,cg15898859;cg06532767;cg16596716,3
Chr2:75836347-75836410,2,75836347,75836410,cg09577244;cg19196264;cg07083384,3
Chr2:76672386-76672676,2,76672386,76672676,cg09826047;cg13505475;cg18153338;cg05509390,4
Chr2:79220029-79220528,2,79220029,79220528,cg22686854;cg25479788;cg10156366;cg05577810;cg24902278,5
Chr2:79507240-79507268,2,79507240,79507268,cg17133105;cg23800415;cg03275872,3
Chr2:81097327-81097499,2,81097327,81097499,cg01212322;cg08174370;cg13329013,3
Chr2:81098653-81098806,2,81098653,81098806,cg04102912;cg02614443;cg12708864,3
Chr2:81421703-81421880,2,81421703,81421880,cg04024865;cg09402958;cg05105207,3
Chr2:81694296-81694608,2,81694296,81694608,cg12340974;cg18878441;cg15928392;cg16337185,4
Chr2:82756400-82756834,2,82756400,82756834,cg19911676;cg07165115;cg05779458;cg02763803;cg21342276,5
Chr2:84104845-84106187,2,84104845,84106187,cg16301989;cg03437666;cg17765025;cg14577670;cg07000267;cg24803778;cg11955727;cg03070922;cg20556704;cg25265300;cg01375801,11
Chr2:85154136-85154309,2,85154136,85154309,cg26193372;cg18959044;cg14577697,3
Chr2:85294269-85294691,2,85294269,85294691,cg21473475;cg05543112;cg06819763;cg27339260;cg24018736,5
Chr2:85538759-85538792,2,85538759,85538792,cg04307688;cg01471018;cg18306482,3
Chr2:85568866-85569012,2,85568866,85569012,cg09825030;cg20724189;cg21240551,3
Chr2:85640762-85641076,2,85640762,85641076,cg09337254;cg16437908;cg02242344;cg16838838;cg21654383,5
Chr2:85645378-85645646,2,85645378,85645646,cg15750963;cg08158331;cg10963245,3
Chr2:85664713-85664826,2,85664713,85664826,cg00852846;cg15766591;cg06358970,3
Chr2:86038423-86038589,2,86038423,86038589,cg08482837;cg09240693;cg04589210,3
Chr2:86120978-86121124,2,86120978,86121124,cg19280793;cg04849850;cg21936330,3
Chr2:86574742-86575088,2,86574742,86575088,cg04787383;cg16182658;cg25599145,3
Chr2:88310884-88311157,2,88310884,88311157,cg23100778;cg07078005;cg12033799,3
Chr2:88316234-88316557,2,88316234,88316557,cg08080515;cg24933528;cg20852947;cg22480490;cg04116270,5
Chr2:88684467-88684581,2,88684467,88684581,cg27350411;cg10340015;cg14103301,3
Chr2:88849457-88849830,2,88849457,88849830,cg00257047;cg21519781;cg21563960;cg08201735,4
Chr2:89157342-89157509,2,89157342,89157509,cg17140570;cg14806347;cg00202628,3
Chr2:89159188-89159265,2,89159188,89159265,cg10067737;cg18445426;cg08318384,3
Chr2:89161256-89161532,2,89161256,89161532,cg05213935;cg22232978;cg14551651,3
Chr2:89184608-89184777,2,89184608,89184777,cg13984556;cg24919465;cg13874643;cg14647217,4
Chr2:89442671-89442825,2,89442671,89442825,cg07477697;cg04441791;cg14935932,3
Chr2:90077539-90077662,2,90077539,90077662,cg24421521;cg11304264;cg11766834,3
Chr2:90120644-90120846,2,90120644,90120846,cg05185507;cg10940601;cg01124201,3
Chr2:91768300-91768322,2,91768300,91768322,cg01767973;cg18579688;cg05019866,3
Chr2:91777099-91777482,2,91777099,91777482,cg24536249;cg08501265;cg06550232;cg22509113,4
Chr2:91936984-91937035,2,91936984,91937035,cg05354971;cg05783750;cg24938881,3
Chr2:92317778-92317972,2,92317778,92317972,cg08759186;cg14929421;cg22973026,3
Chr2:95612985-95613040,2,95612985,95613040,cg17264818;cg05825722;cg11360098,3
Chr2:95664233-95664359,2,95664233,95664359,cg03445516;cg09409539;cg06816651,3
Chr2:95742689-95743038,2,95742689,95743038,cg23064556;cg25038702;cg07721866;cg12388064;cg23791325,5
Chr2:95872770-95872913,2,95872770,95872913,cg08151337;cg19404138;cg27376128,3
Chr2:95873133-95873465,2,95873133,95873465,cg01855216;cg16539733;cg07779387,3
Chr2:96054917-96055142,2,96054917,96055142,cg01381109;cg13400203;cg06179606,3
Chr2:96191015-96191478,2,96191015,96191478,cg21314978;cg25870010;cg10875261;cg17313244;cg15488499,5
Chr2:96192339-96192699,2,96192339,96192699,cg25541738;cg00592870;cg10977320,3
Chr2:96330391-96330609,2,96330391,96330609,cg16896022;cg05605011;cg07765760,3
Chr2:96812790-96813108,2,96812790,96813108,cg13310423;cg25667337;cg20212279,3
Chr2:96987393-96987921,2,96987393,96987921,cg16088462;cg14207954;cg14021728;cg21901807;cg08828389;cg15863547;cg06277347;cg00873186,8
Chr2:97136508-97136729,2,97136508,97136729,cg27553926;cg04706655;cg14984341,3
Chr2:97193006-97193289,2,97193006,97193289,cg04131799;cg09611490;cg17839721;cg22352818,4
Chr2:97198105-97198126,2,97198105,97198126,cg15221481;cg26051755;cg14692854,3
Chr2:100863359-100863404,2,100863359,100863404,cg04611493;cg19364276;cg04369903,3
Chr2:101042998-101043210,2,101042998,101043210,cg20931705;cg15678169;cg22116555,3
Chr2:101223069-101223620,2,101223069,101223620,cg15291685;cg20482832;cg12126962;cg19377150;cg10736407;cg20104737;cg14823918,7
Chr2:101339388-101339531,2,101339388,101339531,cg17085941;cg03990489;cg24330438,3
Chr2:101801726-101801902,2,101801726,101801902,cg15650328;cg25049766;cg25912023,3
Chr2:101959022-101959136,2,101959022,101959136,cg23685994;cg16240755;cg13758186,3
Chr2:102798651-102798966,2,102798651,102798966,cg20685071;cg05093525;cg11846357;cg00524662,4
Chr2:102856161-102856358,2,102856161,102856358,cg17390449;cg03144336;cg05590789,3
Chr2:102867275-102867466,2,102867275,102867466,cg05168012;cg00652772;cg02648057,3
Chr2:102972058-102972315,2,102972058,102972315,cg01241218;cg14213517;cg13167562,3
Chr2:103513288-103513400,2,103513288,103513400,cg14782298;cg02013652;cg19207505,3
Chr2:103603490-103603713,2,103603490,103603713,cg05059756;cg09388871;cg12668323,3
Chr2:103792763-103792912,2,103792763,103792912,cg01240369;cg23857154;cg05704897,3
Chr2:103793135-103793195,2,103793135,103793195,cg09336446;cg05919078;cg03365252,3
Chr2:104490515-104490775,2,104490515,104490775,cg06741530;cg12187500;cg15661709,3
Chr2:105199558-105199581,2,105199558,105199581,cg05919648;cg02639240;cg03703911,3
Chr2:105273376-105273432,2,105273376,105273432,cg08915171;cg23239647;cg19824242,3
Chr2:105275601-105275920,2,105275601,105275920,cg16866294;cg13872005;cg25428553;cg12236088;cg08571918,5
Chr2:105372087-105372265,2,105372087,105372265,cg19075787;cg04667538;cg06770878,3
Chr2:105459097-105459317,2,105459097,105459317,cg01826682;cg08189989;cg19267252,3
Chr2:105468274-105468486,2,105468274,105468486,cg20302975;cg13174337;cg25341423,3
Chr2:105478605-105479054,2,105478605,105479054,cg16636772;cg25758217;cg17912835;cg13899678;cg11014373,5
Chr2:105480546-105480748,2,105480546,105480748,cg10538797;cg02488942;cg07112473,3
Chr2:105484357-105484694,2,105484357,105484694,cg07085361;cg22928386;cg07316846,3
Chr2:105488809-105488932,2,105488809,105488932,cg12496657;cg03515980;cg03414474,3
Chr2:105735617-105735756,2,105735617,105735756,cg10360071;cg12495283;cg08019058,3
Chr2:105760375-105760449,2,105760375,105760449,cg26029736;cg24577003;cg08378017;cg08457213;cg13895722,5
Chr2:105760890-105760997,2,105760890,105760997,cg14700304;cg27062759;cg24824366,3
Chr2:105853157-105853269,2,105853157,105853269,cg23676956;cg04850045;cg20265528,3
Chr2:105853494-105853796,2,105853494,105853796,cg22022881;cg27422857;cg26874229;cg22878388,4
Chr2:106227122-106227214,2,106227122,106227214,cg02370923;cg12331004;cg21034034,3
Chr2:106578331-106578749,2,106578331,106578749,cg06522772;cg13423580;cg25620010;cg21841738;cg08258832,5
Chr2:106886503-106886729,2,106886503,106886729,cg04315227;cg23109721;cg15412446;cg16099169,4
Chr2:106927102-106927320,2,106927102,106927320,cg06745566;cg03305746;cg02517473,3
Chr2:106959205-106959525,2,106959205,106959525,cg03532037;cg24419520;cg13656404;cg13665060;cg19600494,5
Chr2:106959853-106959878,2,106959853,106959878,cg08093959;cg15139063;cg12606455,3
Chr2:107103707-107103718,2,107103707,107103718,cg13789403;cg20435725;cg01708338,3
Chr2:107159268-107159455,2,107159268,107159455,cg08450463;cg16709443;cg07586193;cg06270753,4
Chr2:107199044-107199136,2,107199044,107199136,cg23199886;cg22120488;cg23092635,3
Chr2:107201989-107202311,2,107201989,107202311,cg06747770;cg14088844;cg00977526,3
Chr2:107982142-107982298,2,107982142,107982298,cg16441244;cg09027156;cg07389849,3
Chr2:108158860-108159242,2,108158860,108159242,cg18563347;cg27358624;cg18733697;cg03065090;cg17465338;cg27351274,6
Chr2:109329286-109329359,2,109329286,109329359,cg17050704;cg27633877;cg10902367,3
Chr2:109622481-109622566,2,109622481,109622566,cg04755386;cg01287730;cg23875171,3
Chr2:109647956-109648496,2,109647956,109648496,cg12671030;cg08180070;cg12332415;cg02701278;cg03017788;cg14087180;cg12039766,7
Chr2:111367607-111367751,2,111367607,111367751,cg16555088;cg14165692;cg14397901,3
Chr2:111875858-111876008,2,111875858,111876008,cg18646521;cg03171003;cg27624162,3
Chr2:111996799-111996928,2,111996799,111996928,cg08048687;cg05412229;cg14417920,3
Chr2:112022721-112022754,2,112022721,112022754,cg18489959;cg11286901;cg03398596,3
Chr2:112456709-112456854,2,112456709,112456854,cg25574939;cg08443563;cg12340182,3
Chr2:113478848-113479150,2,113478848,113479150,cg18206515;cg15901598;cg04393788;cg05011214;cg20640204;cg18477962,6
Chr2:113914682-113914844,2,113914682,113914844,cg18913332;cg18109073;cg21282546;cg10738137;cg06370133,5
Chr2:113915155-113915312,2,113915155,113915312,cg02539518;cg07534186;cg13053817,3
Chr2:114261793-114262013,2,114261793,114262013,cg09642925;cg07480369;cg02583536,3
Chr2:114426474-114426569,2,114426474,114426569,cg09192011;cg12978357;cg18552521;cg05987942,4
Chr2:114736966-114737129,2,114736966,114737129,cg04342259;cg03207661;cg02120071,3
Chr2:115177000-115177175,2,115177000,115177175,cg25570377;cg24027841;cg12163870,3
Chr2:118616155-118616576,2,118616155,118616576,cg25619440;cg03288922;cg22762992;cg06940110;cg24213669,5
Chr2:118617770-118617841,2,118617770,118617841,cg19095317;cg23829273;cg07643322,3
Chr2:118942841-118942960,2,118942841,118942960,cg03217115;cg27637303;cg26480889,3
Chr2:118943906-118944144,2,118943906,118944144,cg04747308;cg01119971;cg26645509,3
Chr2:118982580-118982679,2,118982580,118982679,cg03449108;cg05616969;cg18859174,3
Chr2:119067552-119068007,2,119067552,119068007,cg03584544;cg11124130;cg03819783;cg19302722;cg19227719;cg05998607;cg20961469,7
Chr2:119532041-119532574,2,119532041,119532574,cg20932768;cg25618271;cg16585651;cg17456678;cg27664844;cg20593831;cg20583872,7
Chr2:119566109-119566332,2,119566109,119566332,cg16326242;cg03675047;cg23620902,3
Chr2:119592603-119592758,2,119592603,119592758,cg18250846;cg19957905;cg20599967;cg23898837;cg27610262,5
Chr2:119599459-119599744,2,119599459,119599744,cg20175390;cg26946259;cg20627174,3
Chr2:119607379-119607636,2,119607379,119607636,cg03726556;cg14228146;cg17030233;cg18093372;cg22548438,5
Chr2:119609429-119609839,2,119609429,119609839,cg13832669;cg08489674;cg11236727;cg13367169;cg05036212;cg27483217,6
Chr2:119610526-119610667,2,119610526,119610667,cg08138685;cg17342925;cg05068341,3
Chr2:119611101-119611362,2,119611101,119611362,cg24765360;cg05731870;cg26425256,3
Chr2:119616568-119616825,2,119616568,119616825,cg05270938;cg01430795;cg26994225;cg14634534,4
Chr2:119769268-119769455,2,119769268,119769455,cg27311227;cg12863169;cg07017331,3
Chr2:120511289-120511525,2,120511289,120511525,cg00828386;cg09881087;cg00583406,3
